"","X","Chromosome","Start","End","Strand","Strand.1","AddressA","AddressB","Design","Color","Context","Random","HumanMethylation27","Mismatches.A","Mismatches.B","CGI.Relation","CpG","GC","SNPs.3","SNPs.5","SNPs.Full","Cross.reactive","ID"
"39288","cg07271718","chr8",110274914,110274915,"-","-",62609322,62609322,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,42,1,1,1,0,"cg07271718"
"39299","cg25601086","chr8",110656394,110656395,"-","-",11716400,19654311,"I","Red","CG",FALSE,FALSE,0,0,"North Shore",8,68,1,1,1,0,"cg25601086"
"39300","cg19571412","chr8",110657854,110657855,"-","-",28780493,28780493,"II","Both","CG",FALSE,FALSE,1,0,"South Shore",4,39,1,1,1,0,"cg19571412"
"39301","cg26281303","chr8",110706375,110706376,"+","+",44791411,44791411,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",1,38,0,1,1,0,"cg26281303"
"39305","cg00060061","chr8",112636613,112636614,"-","-",43685301,43685301,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",8,63,1,1,1,0,"cg00060061"
"39315","cg06523030","chr8",114449163,114449164,"-","-",12678368,12710328,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",6,57,0,1,1,0,"cg06523030"
"39316","cg01911082","chr8",114449272,114449273,"-","-",23732449,23732449,"II","Both","CG",FALSE,TRUE,0,0,"Open Sea",4,48,1,1,1,0,"cg01911082"
"39324","cg27485289","chr8",116068124,116068125,"-","-",14766437,14766437,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,45,1,1,1,0,"cg27485289"
"39325","cg08628269","chr8",116073508,116073509,"+","+",55789479,55789479,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,49,1,1,1,0,"cg08628269"
"39333","cg21312090","chr8",116681727,116681728,"-","-",37709348,37709348,"II","Both","CG",FALSE,TRUE,0,0,"South Shore",5,52,0,1,1,0,"cg21312090"
"39338","cg21075680","chr8",117466702,117466703,"-","-",20651375,20651375,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,40,1,1,1,0,"cg21075680"
"39343","cg00284516","chr8",117778669,117778670,"+","+",48723380,48723380,"II","Both","CG",FALSE,FALSE,1,0,"Island",10,66,0,1,1,0,"cg00284516"
"39349","cg17254434","chr8",117951559,117951560,"+","+",16712445,16712445,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",2,36,1,1,1,0,"cg17254434"
"39353","cg09557047","chr8",118251901,118251902,"+","+",28756339,28756339,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,47,1,1,2,0,"cg09557047"
"39368","cg24265957","chr8",119080372,119080373,"+","+",58709386,58709386,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,45,1,1,1,0,"cg24265957"
"39382","cg26828533","chr8",119861592,119861593,"+","+",57808498,57808498,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,36,1,1,1,0,"cg26828533"
"39384","cg02242372","chr8",119963842,119963843,"-","-",58707311,58707311,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",2,48,1,1,1,0,"cg02242372"
"39388","cg14086933","chr8",120082684,120082685,"-","-",59640509,59640509,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,44,0,1,1,0,"cg14086933"
"39398","cg09076012","chr8",120428898,120428899,"-","-",60625322,60625322,"II","Both","CG",FALSE,TRUE,0,0,"Island",3,59,0,1,1,0,"cg09076012"
"39411","cg12156661","chr8",120889628,120889629,"+","+",16631434,16631434,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",2,40,1,1,1,0,"cg12156661"
"39412","cg15351100","chr8",120897747,120897748,"+","+",16664448,16664448,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,34,1,1,2,0,"cg15351100"
"39414","cg20046040","chr8",121135930,121135931,"-","-",23764362,73611349,"I","Red","CG",FALSE,FALSE,0,1,"Island",9,60,0,1,1,0,"cg20046040"
"39417","cg05830842","chr8",121208681,121208682,"+","+",24749497,24749497,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,54,1,1,1,0,"cg05830842"
"39419","cg15447971","chr8",121270185,121270186,"-","-",61685305,61685305,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,38,1,1,1,0,"cg15447971"
"39421","cg08846112","chr8",121598484,121598485,"-","-",67798391,67798391,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,39,1,1,1,0,"cg08846112"
"39424","cg25174155","chr8",121680962,121680963,"-","-",42737365,42737365,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,41,1,1,1,0,"cg25174155"
"39425","cg16770243","chr8",121719537,121719538,"+","+",63663359,63663359,"II","Both","CG",TRUE,FALSE,0,0,"Open Sea",2,47,0,1,1,0,"cg16770243"
"39429","cg26196626","chr8",121989053,121989054,"+","+",54622471,54622471,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,47,1,1,1,0,"cg26196626"
"39433","cg25075195","chr8",122455018,122455019,"+","+",59751369,19600315,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",8,67,1,1,1,0,"cg25075195"
"39434","cg18047159","chr8",122651370,122651371,"-","-",62744472,62744472,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",1,46,1,1,1,0,"cg18047159"
"39440","cg08275953","chr8",123050092,123050093,"-","-",68673501,68673501,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,37,1,1,1,0,"cg08275953"
"39444","cg20133183","chr8",123471331,123471332,"+","+",60711394,60711394,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,46,1,1,1,0,"cg20133183"
"39450","cg12933116","chr8",123912471,123912472,"+","+",48801486,48801486,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,47,2,2,2,0,"cg12933116"
"39463","cg10424125","chr8",124194624,124194625,"-","-",74796372,74796372,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,57,1,1,1,0,"cg10424125"
"39471","cg04992665","chr8",124547604,124547605,"-","-",53806454,53806454,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,34,1,1,1,0,"cg04992665"
"39488","cg11235790","chr8",124864662,124864663,"+","+",40775331,40775331,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,54,0,1,1,0,"cg11235790"
"39494","cg09825146","chr8",125462982,125462983,"+","+",47663393,47663393,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",5,47,0,1,2,0,"cg09825146"
"39495","cg26141173","chr8",125463007,125463008,"-","-",11644312,62672355,"I","Grn","CG",FALSE,FALSE,0,0,"Open Sea",6,50,0,1,3,0,"cg26141173"
"39512","cg00285394","chr8",126011954,126011955,"+","+",46765310,46765310,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",2,44,1,1,1,0,"cg00285394"
"39522","cg13728797","chr8",126465410,126465411,"+","+",22768343,22768343,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,52,1,1,1,0,"cg13728797"
"39539","cg02194046","chr8",128409047,128409048,"-","-",63767318,63767318,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,53,1,1,1,0,"cg02194046"
"39540","cg09430642","chr8",128427306,128427307,"-","-",69676349,69676349,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,52,1,1,1,0,"cg09430642"
"39548","cg00673208","chr8",128798083,128798084,"-","-",40683343,38794381,"I","Grn","CG",FALSE,FALSE,0,0,"Open Sea",3,35,1,1,2,0,"cg00673208"
"39554","cg10054332","chr8",128956842,128956843,"+","+",39745320,39745320,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,43,1,1,1,0,"cg10054332"
"39561","cg04639241","chr8",129031355,129031356,"+","+",40795318,22790429,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",5,63,1,1,1,0,"cg04639241"
"39571","cg01871631","chr8",129807058,129807059,"-","-",33762382,33762382,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,51,1,1,1,0,"cg01871631"
"39576","cg02323958","chr8",130930889,130930890,"-","-",40679364,40679364,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,45,1,1,1,0,"cg02323958"
"39577","cg27057036","chr8",130997672,130997673,"+","+",55686442,58631356,"I","Red","CG",FALSE,FALSE,0,0,"South Shore",2,60,1,1,1,0,"cg27057036"
"39579","cg21340320","chr8",131000521,131000522,"+","+",63719354,44756317,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",8,62,1,1,1,0,"cg21340320"
"39582","cg26038514","chr8",131265658,131265659,"-","-",11809492,11809492,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,37,1,1,1,0,"cg26038514"
"39583","cg21606395","chr8",131335486,131335487,"+","+",67672429,67672429,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,48,1,1,1,0,"cg21606395"
"39587","cg17597915","chr8",131383669,131383670,"-","-",10615399,10615399,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,49,0,1,1,0,"cg17597915"
"39604","cg15110127","chr8",132916222,132916223,"+","+",65800388,65800388,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",5,60,1,1,1,0,"cg15110127"
"39611","cg05463326","chr8",133118481,133118482,"+","+",42728305,42728305,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,45,1,1,1,0,"cg05463326"
"39623","cg17646969","chr8",133787481,133787482,"+","+",74757330,59655352,"I","Grn","CG",FALSE,FALSE,0,1,"Island",13,67,1,1,1,0,"cg17646969"
"39629","cg26242708","chr8",134047325,134047326,"-","-",30680354,30680354,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,33,1,1,1,0,"cg26242708"
"39631","cg24804707","chr8",134094173,134094174,"+","+",33767463,33767463,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,52,1,1,2,0,"cg24804707"
"39635","cg04918350","chr8",134124199,134124200,"-","-",55673310,55673310,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,58,1,1,1,0,"cg04918350"
"39644","cg14044167","chr8",134271505,134271506,"-","-",13767316,13767316,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,56,1,1,1,0,"cg14044167"
"39648","cg07036833","chr8",134420237,134420238,"+","+",18626351,18626351,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",6,69,1,1,1,2,"cg07036833"
"39660","cg11745166","chr8",134734839,134734840,"-","-",55701315,55701315,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,48,1,1,1,0,"cg11745166"
"39662","cg20310974","chr8",134846823,134846824,"+","+",19750502,19750502,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,48,0,1,1,0,"cg20310974"
"39669","cg13375466","chr8",135479018,135479019,"+","+",48674483,48674483,"II","Both","CG",FALSE,FALSE,0,0,"Island",6,56,1,1,1,0,"cg13375466"
"39670","cg08954114","chr8",135491009,135491010,"+","+",21609347,21609347,"II","Both","CG",FALSE,FALSE,1,0,"Island",4,57,1,1,1,0,"cg08954114"
"39672","cg24333001","chr8",135500019,135500020,"+","+",13716332,13716332,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,59,1,1,1,0,"cg24333001"
"39673","cg06924902","chr8",135609134,135609135,"+","+",13759383,13759383,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,50,1,1,1,0,"cg06924902"
"39677","cg03559399","chr8",135833744,135833745,"+","+",64802338,64802338,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,40,1,1,2,0,"cg03559399"
"39678","cg22479689","chr8",135847683,135847684,"+","+",40627462,40627462,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",2,53,1,1,1,0,"cg22479689"
"39685","cg25672327","chr8",136596476,136596477,"-","-",35619393,35619393,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,47,1,1,2,0,"cg25672327"
"39687","cg18238597","chr8",136856324,136856325,"-","-",11604392,11604392,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,49,1,1,1,0,"cg18238597"
"39692","cg27048446","chr8",139165568,139165569,"+","+",35616354,35616354,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,44,1,1,2,22,"cg27048446"
"39694","cg20499219","chr8",139510411,139510412,"+","+",41739464,41739464,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",1,46,1,1,1,0,"cg20499219"
"39715","cg24130945","chr8",140927030,140927031,"+","+",30713473,30713473,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",5,59,1,1,1,0,"cg24130945"
"39722","cg05892329","chr8",141034325,141034326,"+","+",68621343,73763323,"I","Grn","CG",FALSE,FALSE,0,0,"Open Sea",8,64,1,1,1,0,"cg05892329"
"39727","cg04291024","chr8",141272601,141272602,"-","-",52797452,52797452,"II","Both","CG",TRUE,FALSE,0,0,"Open Sea",4,49,1,1,1,0,"cg04291024"
"39731","cg07217710","chr8",141348919,141348920,"+","+",73614384,73614384,"II","Both","CG",FALSE,FALSE,0,0,"Island",6,59,0,1,1,0,"cg07217710"
"39733","cg19678863","chr8",141349212,141349213,"+","+",11600498,11600498,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",6,59,1,1,1,0,"cg19678863"
"39737","cg21746261","chr8",141464105,141464106,"-","-",10617337,67633461,"I","Red","CG",FALSE,FALSE,0,0,"North Shelf",5,54,1,1,3,0,"cg21746261"
"39754","cg14693353","chr8",141600099,141600100,"+","+",54638465,54638465,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,49,1,1,1,0,"cg14693353"
"39769","cg07964753","chr8",142112622,142112623,"-","-",67661509,23759375,"I","Grn","CG",FALSE,FALSE,0,0,"Open Sea",7,60,1,1,1,0,"cg07964753"
"39770","cg10076068","chr8",142139187,142139188,"-","-",10770329,10770329,"II","Both","CG",FALSE,FALSE,0,0,"Island",7,67,1,1,1,0,"cg10076068"
"39773","cg11307715","chr8",142161887,142161888,"+","+",46738432,46738432,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",6,58,1,1,1,0,"cg11307715"
"39782","cg14829660","chr8",142201574,142201575,"-","-",28646469,28646469,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,56,1,1,1,0,"cg14829660"
"39783","ch.8.2842146R","chr8",142203859,142203860,"+","+",38706465,38706465,"II","Both","Other",FALSE,FALSE,34,0,"Open Sea",1,45,1,1,1,1,"ch.8.2842146R"
"39785","cg06445561","chr8",142205183,142205184,"+","+",61778311,58739509,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",9,56,1,1,1,0,"cg06445561"
"39797","cg23638455","chr8",142237057,142237058,"-","-",21768435,48743412,"I","Red","CG",FALSE,FALSE,0,0,"Island",6,56,1,1,3,0,"cg23638455"
"39806","cg13340765","chr8",142276287,142276288,"+","+",68807359,12715357,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",9,62,1,1,1,0,"cg13340765"
"39808","cg14889679","chr8",142277947,142277948,"+","+",61804437,61804437,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",6,53,1,1,1,0,"cg14889679"
"39809","cg08595616","chr8",142283416,142283417,"-","-",17765480,17765480,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,58,1,1,1,0,"cg08595616"
"39825","cg12873476","chr8",142402728,142402729,"-","-",12793442,50717466,"I","Grn","CG",FALSE,FALSE,0,0,"South Shore",6,65,1,1,1,0,"cg12873476"
"39834","cg06402589","chr8",142439259,142439260,"-","-",72618430,26617377,"I","Red","CG",FALSE,FALSE,0,0,"North Shore",8,71,0,1,1,0,"cg06402589"
"39840","cg20479209","chr8",142505578,142505579,"-","-",17633366,17633366,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,54,1,1,1,0,"cg20479209"
"39853","cg04179113","chr8",142719976,142719977,"+","+",17620494,17620494,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",6,66,1,1,1,0,"cg04179113"
"39856","cg20643897","chr8",142734294,142734295,"-","-",23770440,23770440,"II","Both","CG",FALSE,FALSE,0,0,"Island",8,71,1,1,2,0,"cg20643897"
"39861","cg17796982","chr8",143055406,143055407,"-","-",10621495,10621495,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",6,52,1,1,1,0,"cg17796982"
"39883","cg07139519","chr8",143234741,143234742,"+","+",13787509,45683341,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",7,63,1,1,1,0,"cg07139519"
"39884","cg19661940","chr8",143235383,143235384,"-","-",41615307,41615307,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",5,60,1,1,3,0,"cg19661940"
"39892","cg23422866","chr8",143326234,143326235,"+","+",72747479,72747479,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,62,1,1,1,0,"cg23422866"
"39894","cg26997553","chr8",143333382,143333383,"+","+",30691397,74675497,"I","Red","CG",FALSE,FALSE,0,0,"Island",9,70,1,1,1,2,"cg26997553"
"39927","cg16571007","chr8",143538590,143538591,"-","-",69706376,69706376,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",3,59,0,1,1,0,"cg16571007"
"39930","cg05758861","chr8",143580823,143580824,"-","-",56649346,71630395,"I","Red","CG",FALSE,FALSE,0,0,"Island",6,66,0,1,1,0,"cg05758861"
"39939","cg05262755","chr8",143645073,143645074,"+","+",30730488,37717503,"I","Red","CG",FALSE,FALSE,0,0,"Island",5,57,0,1,3,4,"cg05262755"
"39940","cg23046711","chr8",143662932,143662933,"+","+",30662488,51685426,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",10,69,2,2,2,0,"cg23046711"
"39950","cg09552631","chr8",143763326,143763327,"+","+",35636474,35636474,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,69,1,1,1,0,"cg09552631"
"39951","cg07172707","chr8",143814539,143814540,"-","-",60697484,60697484,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,46,1,1,1,18,"cg07172707"
"39957","cg01652021","chr8",143851375,143851376,"-","-",54641378,57676372,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",6,71,1,1,1,0,"cg01652021"
"39967","cg07572435","chr8",143868013,143868014,"-","-",37684352,37684352,"II","Both","CG",FALSE,TRUE,0,0,"Open Sea",6,68,1,2,2,0,"cg07572435"
"39971","cg24786650","chr8",143879805,143879806,"+","+",62705481,62705481,"II","Both","CG",FALSE,FALSE,0,0,"Island",5,66,1,1,1,0,"cg24786650"
"39984","cg02624298","chr8",144108018,144108019,"+","+",10631414,10631414,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",2,57,1,1,1,0,"cg02624298"
"39988","cg23875350","chr8",144153190,144153191,"+","+",28723491,28723491,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",7,61,1,1,2,0,"cg23875350"
"39990","cg10439896","chr8",144154986,144154987,"+","+",66741310,66741310,"II","Both","CG",FALSE,FALSE,0,0,"Island",5,59,1,1,1,2,"cg10439896"
"39992","cg06617490","chr8",144158344,144158345,"+","+",32784332,32784332,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",4,58,1,1,1,0,"cg06617490"
"39997","cg15278058","chr8",144170272,144170273,"-","-",64739344,64739344,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",3,60,1,1,1,0,"cg15278058"
"40014","cg27353629","chr8",144309591,144309592,"+","+",65741328,65741328,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",2,58,0,1,2,0,"cg27353629"
"40035","cg02985341","chr8",144365915,144365916,"+","+",39797476,48697371,"I","Red","CG",FALSE,FALSE,0,0,"Island",10,73,0,1,1,0,"cg02985341"
"40036","cg27468773","chr8",144366016,144366017,"+","+",74778392,64762348,"I","Grn","CG",FALSE,FALSE,0,0,"Island",10,75,1,2,3,0,"cg27468773"
"40045","cg24168083","chr8",144389669,144389670,"-","-",14751418,10646507,"I","Grn","CG",FALSE,FALSE,0,0,"Island",7,71,1,1,1,1,"cg24168083"
"40048","cg05207347","chr8",144403162,144403163,"+","+",14766367,14766367,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",4,64,1,1,1,0,"cg05207347"
"40056","cg07652447","chr8",144437379,144437380,"+","+",44720440,44720440,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",5,56,1,1,1,0,"cg07652447"
"40063","cg03539003","chr8",144473553,144473554,"+","+",55663486,55663486,"II","Both","CG",FALSE,FALSE,1,0,"Open Sea",2,63,1,1,1,0,"cg03539003"
"40065","cg18825597","chr8",144506958,144506959,"-","-",67781315,39777361,"I","Red","CG",FALSE,FALSE,0,0,"North Shelf",4,59,0,1,2,0,"cg18825597"
"40066","cg11156079","chr8",144509707,144509708,"-","-",43772454,43772454,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",4,58,1,1,1,0,"cg11156079"
"40072","cg00773700","chr8",144557035,144557036,"-","-",40768368,11797426,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",10,67,1,1,1,0,"cg00773700"
"40073","cg01290542","chr8",144563403,144563404,"+","+",18798316,18798316,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",3,64,1,1,1,0,"cg01290542"
"40078","cg23347678","chr8",144596900,144596901,"+","+",71794504,71794504,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,61,1,1,1,0,"cg23347678"
"40081","cg15681229","chr8",144610644,144610645,"+","+",32647491,14664425,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",5,66,1,1,1,0,"cg15681229"
"40087","cg19932577","chr8",144632005,144632006,"+","+",57789354,57789354,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",3,59,1,1,1,0,"cg19932577"
"40091","cg22995724","chr8",144639363,144639364,"-","-",47765363,73617495,"I","Red","CG",FALSE,FALSE,0,0,"North Shore",7,60,1,1,1,0,"cg22995724"
"40092","cg17812120","chr8",144639478,144639479,"-","-",14642354,14642354,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",6,60,1,1,3,0,"cg17812120"
"40110","cg06783058","chr8",144692673,144692674,"+","+",63667426,47631348,"I","Red","CG",FALSE,FALSE,0,0,"South Shore",4,55,1,1,1,0,"cg06783058"
"40116","cg22686653","chr8",144735429,144735430,"-","-",52602396,52602396,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,34,1,1,1,0,"cg22686653"
"40117","cg13155877","chr8",144766098,144766099,"-","-",67646484,72689510,"I","Red","CG",FALSE,FALSE,0,0,"North Shore",5,50,1,2,2,13,"cg13155877"
"40120","cg02829533","chr8",144766755,144766756,"+","+",60674415,60674415,"II","Both","CG",FALSE,FALSE,0,0,"Island",8,70,1,1,1,0,"cg02829533"
"40123","cg19108800","chr8",144779248,144779249,"-","-",34772411,34772411,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",6,62,1,1,1,0,"cg19108800"
"40126","cg02298038","chr8",144786802,144786803,"-","-",47715399,47715399,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",1,38,1,1,1,0,"cg02298038"
"40138","cg17018879","chr8",144816792,144816793,"+","+",13614384,13614384,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",4,58,1,1,1,0,"cg17018879"
"40140","cg13913140","chr8",144823894,144823895,"+","+",47732477,24699361,"I","Red","CG",FALSE,FALSE,0,0,"South Shore",6,65,1,1,1,0,"cg13913140"
"40147","cg05957246","chr8",144869139,144869140,"+","+",45704440,45704440,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",4,56,1,1,1,0,"cg05957246"
"40160","cg05130642","chr8",144946818,144946819,"-","-",57782409,57782409,"II","Both","CG",FALSE,FALSE,0,0,"Island",4,62,1,1,1,0,"cg05130642"
"40164","cg07530264","chr8",144965497,144965498,"+","+",12775478,12775478,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",5,69,1,1,1,0,"cg07530264"
"40168","cg26529963","chr8",144973617,144973618,"-","-",60803330,60803330,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",5,58,1,1,1,0,"cg26529963"
"40169","cg22601877","chr8",144992076,144992077,"-","-",21652433,28764334,"I","Grn","CG",FALSE,FALSE,0,0,"Island",8,65,1,1,1,0,"cg22601877"
"40173","cg18000391","chr8",145003776,145003777,"+","+",52716460,71624311,"I","Red","CG",FALSE,FALSE,0,0,"Island",4,67,1,1,1,0,"cg18000391"
"40175","cg25325005","chr8",145012748,145012749,"+","+",25651330,63622328,"I","Grn","CG",FALSE,FALSE,0,0,"North Shelf",4,70,1,1,2,0,"cg25325005"
"40179","cg16783170","chr8",145019074,145019075,"+","+",39689467,71790338,"I","Grn","CG",FALSE,FALSE,0,0,"Island",8,70,0,1,2,0,"cg16783170"
"40180","cg26373812","chr8",145019617,145019618,"-","-",62672367,62672367,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",3,60,1,1,1,0,"cg26373812"
"40184","cg19792732","chr8",145027207,145027208,"+","+",36721430,36721430,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",6,74,1,1,1,0,"cg19792732"
"40185","cg15847845","chr8",145028505,145028506,"+","+",66758453,64628489,"I","Red","CG",FALSE,FALSE,0,0,"South Shore",6,72,1,1,1,0,"cg15847845"
